Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.2307467057101,12.3785656728445,12.2946280991736,12.5732765957447,11.5356101304682,11.130225782957,10.8703004891684,10.6310846560847,9.6647582697201,9.48092307692308,11.3438453713123,10.4633576642336,10.9455765407555,10.0274405050996,10.0686854460094,8.82919141160347,9.42070063694267,8.52536082474227,8.71866048862679,8.57920034028073,7.763243873979,8.84632068164214,7.93956806787505,6.8601581027668,6.01613766730402,6.1973602484472,6.68268450932684,7.41293833131802,7.1973830973831,5.88822815533981,6.28843567906768,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.14436894083537,4.80614884330527,5.37930366966089,7.19209000591033,7.52104320960919,7.83252476162055,8.29530165149983,9.01599503858875,9.46007241845653,9.73105163862094,9.93462832051322,9.886920662836,10.1651233390795,10.2752610927543,10.7849700389784,11.281127395073,11.1059202329456,11.3862829485805,12.1782191475117,13.7392384371762,14.5716532675985,14.7499600707318,15.6926044784711,16.6612114024685,17.0702957655506,17.1594982078853,16.8577627377285,16.4703987047156,18.1476863313142,18.8601539560352,19.6977838168354,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.8003445736919,34.3845948730723,34.2391135694075,33.9949226983813,33.1860010554254,32.7615896402531,32.0798177934702,31.6362214326508,31.4938825026666,31.0236331628692,30.4115078474481,30.2824344933359,29.6019530457092,29.033800310868,28.3764922132302,27.8795150462726,27.1651772172781,26.2096590198511,25.9491221333158,25.4129390516275,24.8615971543891,24.0855008274837,23.7687952198121,24.0275019293983,23.4924369677916,23.2788830905664,23.2789953267586,22.9476250496601,23.0553629444334,23.4235915027361,24.9895503831566,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.4207512678972,25.9863542513191,25.572050365807,24.7852675238187,24.039720251699,23.1191177109259,23.2626329985884,23.0091688333059,23.1288900172237,22.9994978699756,22.4699992122275,21.7860879921779,21.1665092061506,19.8363938905982,17.9775346321832,16.4297576010523,15.9686753943731,15.0789487832137,14.735235141223,14.2636176245449,13.434787598045,12.7263364615484,12.7952806131987,12.807588042962,13.1772220799983,12.9820393664344,13.3311956056945,13.5844394239657,13.7870493058758,14.2375892668268,14.8081424064458,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.7837303328156,36.1127564548691,35.7775078548785,34.3544497702893,33.7261575052438,32.0422847299416,32.6485101188853,32.0601337356951,31.8998184093045,32.2546314207469,31.6527774362387,30.4766600589993,29.2833650336476,26.642756693053,23.2719848484571,20.7412125979338,19.7794500219053,18.442744793017,17.7862359678226,16.97060416335,15.7296949227323,14.7055801193074,14.7136828117177,14.6049166091883,14.8403680079479,14.5349935193322,14.9330102136904,15.1598217902853,15.2617412584325,15.6869369882801,16.1762699381612,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.8155943433848,37.0147968946071,36.5601561798501,35.0093273861541,34.2678739101274,32.477202742625,33.0371703394575,32.4201450547054,32.2338439715611,32.6275959592939,32.0473838064782,30.8543840241225,29.6069654396592,26.9036923956426,23.4592336952789,20.8868291125453,19.9088668343395,18.5148999605136,17.8640720779668,17.0208227881363,15.7610889736946,14.7046669134649,14.7099408406947,14.5828878425143,14.8262934267536,14.5102816361425,14.9020380294471,15.1902273112057,15.2801719188239,15.7206717226655,16.2041019103429,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.65564963733299,6.92079366830844,6.96044556751374,7.07668879651028,7.29417788401923,7.14434649019144,7.26532768529785,7.39742492766468,7.45321146450723,7.50657160155503,7.68788679257207,7.88714977861375,7.71666100470046,8.26622650651417,8.5257639408072,8.85240005083539,9.66259662253437,10.7826491973959,11.4584461004547,12.5390429242373,13.3653292881949,13.4342559883708,14.8828725196823,15.7039596875564,16.3222210722072,16.3384695385984,16.3515161082474,16.5781248896323,17.5470865076425,18.1354055105348,19.8074872686191,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.72169750149769,5.87264894965217,6.223148349601,6.62553578805038,6.87364643401988,6.96369848177,7.05736624072152,7.36665415865664,7.48075477245522,7.54152190208447,7.60963626922575,7.60911900870341,7.57546823402183,7.6788565938799,7.93527297018763,8.29181865284284,8.57521802832624,9.14113260306134,9.47387156015955,10.4249676128482,10.8681448886901,10.7258330443851,11.5800703095476,12.2761565609349,12.4321725847963,12.8744480605886,12.8866548739741,12.8819075023182,13.4797382823169,14.0059727126658,15.106449203531,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.62898692234037,4.67357209962229,5.2060411365564,6.14972262075562,6.79432456156392,6.91547198501664,7.37681981811292,7.44012641312512,7.77890935568938,7.89683591543613,7.62529126114546,7.46341990667124,7.52963978899774,7.30693300291376,7.38659560693208,7.2836157568398,7.07847885220545,6.63494298230947,6.45158501915867,7.42803913844124,7.81163686125183,7.06633152811845,7.4990959908438,8.04245729281583,7.75696722378988,8.89374944135576,9.05362050305208,8.68104031424437,9.10455322874983,10.0324286162535,10.0604471757322,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.07940913140557,4.19075813980973,4.48197474453354,5.05682908740215,5.26184026266628,5.39400633991709,5.65730566357371,5.90246963751557,5.97286112054329,6.06426855416651,5.77687830938613,5.70512702235186,5.76921609440525,5.64950276023539,5.88133511209109,5.99664955248276,5.81734150154749,5.75867132998041,5.64264695953204,6.30497199994692,6.4529448184641,6.04948456107391,6.28402287149414,6.84165697411543,6.52584380803076,6.91555148923036,7.04015093233689,6.75633843243037,7.25779989922942,7.59012527634488,8.02684416318492,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.91190899395663,7.19534425402431,7.46780616301649,7.89678626065615,8.00067229458726,8.01520831104931,8.07345883268204,8.47444703519773,8.59132250556151,8.62009949477329,8.97097778304585,8.95821365646506,8.85977327804269,9.24891789838676,9.54963915397878,10.0205156530631,10.6866219026938,11.7554752685425,12.456805484523,13.6219724174621,14.469048952148,14.6250037786311,16.0530317099573,16.7974520279699,17.4415753867716,17.6122764341327,17.523235814157,17.6857102209371,18.7249884796166,19.3440009483852,21.0591470733795,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.259252045471,36.6179480222762,38.5803066606279,41.4039562967223,44.4190692594099,44.5429269283978,45.1418952907944,46.2892092206231,48.2267964852475,49.0462261747609,49.5188192560577,48.9788027200773,49.1277723116101,50.0190081643703,50.132593305144,50.1168009051894,51.0492547821467,50.8910276048412,51.0606926390178,53.3779535496623,51.7136616362192,52.1356585553803,51.8676545525319,52.4531809927011,53.73093929142,57.6932200867948,58.0264070642556,58.2811879395165,57.5039867109635,58.3619072174114,61.665418044345,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.7574669598202,86.6644305065344,87.0333745710884,87.5515390596414,87.2296112056552,86.9331011400481,86.6106829873325,86.0563905726591,85.8702124366366,85.3906756656255,85.3583528760041,84.9516479758069,84.4545528836959,84.270327212806,83.9450364180269,83.9256979376258,83.1818878444874,81.7362408698414,81.2329236673649,80.4451955986762,79.6115171074584,78.8967629817918,77.8546208866133,77.654981472332,77.378161792632,76.5530574120486,76.0862841962469,75.9193473348398,75.2520183545811,74.8448133256749,76.0353291030768,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.97393122273545,6.15925307345891,6.33455142522513,6.29513132723212,6.19074784329809,6.47897065160746,6.50745781428072,6.5378967842182,6.5725149099587,7.00524466106243,6.84678847436669,6.54177055385906,6.62132648676549,6.86995743794711,7.10768137806772,7.38790136062168,7.77042745709828,8.02429581434502,8.3984841545264,8.96094596937985,9.13757742354582,9.52836321852016,9.90988310752564,10.3849989396956,10.5213333961469,10.6050781624931,10.7845732962853,11.0890197580437,11.4686788378903,11.7839130112794,12.7831808525723,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.9684140890226,22.1175831024664,22.7264611309833,22.9937230271798,23.5810926986981,23.1890866208429,23.6024113455693,23.5791147507259,23.7372809053807,23.8783428752472,23.4541240735978,22.9130162069356,22.5539877436238,21.5634346494163,20.2986644309744,19.3136973097539,18.7796426080362,18.0231697034131,17.6316680788104,17.4829469844672,16.7512897977865,15.9538657957954,15.8795392491567,16.0171385968997,16.003291533954,16.0209177851331,16.2845965537743,16.3923000534023,16.6268066421204,17.0666276982215,18.0085051596372,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.7903199833955,27.0017754178464,27.7909190550675,28.1286394893098,28.9421331678293,28.6551456955689,29.1436799685133,29.1293073490149,29.3427171305814,29.585878846355,29.2034754750625,28.756966654433,28.4620294366149,27.4990846528317,26.1171565862039,25.0826783272947,24.4584394602454,23.5801717590485,23.1916933385608,23.1681701232033,22.2914952493169,21.5080308989151,21.3971364601676,21.5681055110978,21.5287778759064,21.6163623919511,21.8132582722264,21.8333716725747,21.9590062576992,22.4318628279228,23.435247290857,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.1838307141746,59.2684634194499,59.9077616761631,59.975270861053,61.2096290598787,61.5601804472698,61.4657403543909,61.0329102815095,59.8885425027835,59.2094645639843,58.7954757830609,58.9012101457864,59.097088474877,59.3760404153803,59.3834807906034,60.1143669239581,59.7728436369701,59.7989247311828,59.8816457785291,61.5456166448889,60.5940711914845,60.1995707840284,62.2040325368952,61.9371685909771,61.535451528507,61.7521936459909,60.4836460271951,59.7969449026188,60.0455922831853,60.7067624481493,60.0736911684857,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.3831138327321,76.0124927213137,77.7057673476839,79.1203545557254,79.8089848157581,79.3798535638404,78.37885521287,77.8462844702467,77.1660634689243,77.5074243250614,77.4297504047491,76.6386299861006,76.2397735224887,75.598263871884,75.0011327841767,73.8050436381383,73.3938956177054,71.8570857444585,71.6010224669511,71.6363429921907,70.5576135766612,69.9942562944391,69.2375680788855,70.0688971913976,69.5857709069388,69.2695625897768,68.2872983784982,67.1926478978048,66.0568216095439,66.1344154982874,67.3560634206125,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.9784484359233,67.2593276590339,68.3437531466331,68.9369704699761,70.0215397421799,70.1586524561145,69.6558692720438,69.1358829084042,68.1842735422387,67.9488241997981,67.6196746762415,67.3222664226306,67.2435642247321,67.1356806109481,66.8527540120632,66.7599113045394,66.3967663862666,65.6601255015347,65.5967479591471,66.5353503378893,65.4798262712482,64.9875878296829,65.6347840271434,65.9170351063927,65.5180418773844,65.4970691927081,64.3516706620498,63.4625486644428,63.0596732632859,63.4454503938806,63.7525629244284,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.5350713817325,19.7148822804113,20.4372203034671,20.551629115011,21.3029954062602,20.981021904095,21.6613811396229,21.7285043918944,21.6834506114157,22.0535296369733,21.6296317925485,20.8661376739642,20.665536308967,19.5085643879237,18.0329223717659,16.8127063266169,16.2710933355579,15.5877124923454,15.0816450798626,15.0489853771052,14.227913389653,13.4939401643027,13.5583905267186,13.6510906148841,13.7969449361474,13.7947562846974,14.1053604502349,14.3601698499908,14.7113402854056,15.1930553100861,15.8291260683112,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.5735739750446,31.9844254750594,31.6994200114385,31.1011774075509,30.7352128121832,30.3094212714592,29.3934535098306,28.6658995402185,28.6273564189189,29.1029641644889,28.4987826663039,27.9199322021845,28.526904727315,29.0446078906691,28.8693246970421,28.9373842994788,28.9856660718838,29.0767468358782,29.1895755585886,30.0250169872657,29.068340737703,28.4958595093532,27.9411911085897,27.7426663261076,27.7215959010541,28.2446666189275,28.8850327404841,29.4068241645848,30.252639118551,30.6248117743588,34.1964972995889,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.6522536872118,33.8414243478261,33.3586408854054,32.9373621720499,32.4700341047503,32.1436258711839,31.1974118680121,30.2834412141159,30.3047760705415,30.7228241594427,29.8286897904667,29.3175361993804,30.1399289410141,30.6828162403507,30.3512892936746,30.5136178049694,30.3257324603332,30.3326680623936,30.4410342110117,31.4816076655373,30.791063793122,29.923684115234,29.3509779416994,28.8753991496002,29.1503479276468,29.3653339575074,30.0701319995524,30.6421659951186,31.4749268035603,31.7254596724351,34.931181287891,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.3678811846524,31.7032170833947,31.3669679433488,30.9743028581153,30.6396443730315,30.3146251010021,29.3438043571292,28.6807131239037,28.6993515133428,29.2264893102207,28.5774086987318,27.9857754927164,28.6289640352186,29.1928289531382,29.0032130411343,29.1868140682957,29.2883960377476,29.4162906928946,29.5066403419618,30.3669946466489,29.4185691870613,28.7713961731801,28.2092931078232,28.0091335892334,27.9234565266568,28.4881357094781,29.1484835734771,29.6408830785882,30.4953793252595,30.8730849505438,34.4989632470857,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.793807160207,86.173870947592,86.3259492641678,86.7447862460972,86.4549482646711,85.42524597215,85.0475698706035,84.3297066749052,84.370798539927,84.1100241118791,83.8156995400155,83.0408137064604,82.6109209826965,81.4191737213528,80.9903617758661,80.759987018664,80.1005342660568,78.8471069800247,78.1739617762925,77.0426428856211,75.9030638297872,75.2902390351355,74.1186152161421,73.4516390735312,72.8033051049145,72.6420499355701,71.7069864304561,70.6528427025745,69.6689273124056,69.5024909470932,70.885707743194,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.1633239895002,33.9125128300616,34.2544751116326,34.4039590348914,34.6399232599877,33.8118676113736,34.0366768631275,33.5897528213852,33.7038970689876,33.9528568079312,33.4810769739688,32.8988266476549,32.3075425991313,31.0365511491169,29.0578442903701,27.4864034469091,26.6990960833523,25.5432067962292,25.062293977542,24.7884057872553,23.8188451600042,22.9143611457856,22.7325689012047,22.7411026554498,22.776570833244,22.8201674163747,23.0608461717503,23.0974316930161,23.1935827555534,23.6991235791253,24.5991935538732,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.3594314637161,52.5370357206327,55.1708053185395,57.145281451861,58.92087939233,60.0427683305906,61.5234510570695,61.795345221765,62.3902539975583,62.6315246520474,61.7472285948962,61.3132659784757,62.1967036227779,62.3785906735751,61.8479533478185,60.0200829218299,59.6081079862989,59.7232903956893,58.6028597257133,61.1535452763445,61.1479791078985,64.057369394767,64.7373725804604,68.0536476664991,68.4657267473558,72.025105390618,72.3242852138885,68.0372933002885,67.4936095658543,67.0220084162203,69.2018592023965,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.4967023844737,55.362620509349,55.2303575283015,55.0096782744259,55.1123842562175,54.3431659241772,53.7038953256913,52.6150528502812,52.2658702756027,51.6926699027312,51.4714744850867,51.191160485301,50.4847570563037,50.3202568577194,49.7447205050725,49.213360964534,48.5726059587471,47.2222569008737,46.0596291718862,45.2119791483787,44.0387953948346,43.2359457667084,43.3296988230086,43.2930444377946,42.3759445048426,41.5090157779437,40.5515766783568,39.843846096,39.7446785945484,40.1472436736453,41.6375575764497,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,"Middle East, North Africa, Afghanistan & Pakistan",MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.556549657066,11.336236970082,10.897297140481,10.7492804743053,10.3448126889541,10.2127240387398,10.0557192907604,9.9813177161928,9.84080288573423,9.5698853035405,9.38184318723493,9.24963116469611,9.18439815609769,9.25438557193234,9.16325173786826,9.03795942767874,8.66259508825461,8.16463294723801,7.81608678497236,7.6902671973751,7.59280845232692,7.43634228145233,7.19138786591317,7.23035612797874,7.07122180407551,7.08007314623562,7.10925108984167,7.14927454903901,7.30858693459966,7.59670819188084,7.54675702757893,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.0143287945227,15.736118285882,15.0977315458187,15.0227413292101,14.5122921719129,14.225720179502,14.0935283719079,13.8701261273479,13.8078144416829,13.3239428300195,13.0038960774325,12.848024215526,12.8397048283667,12.9698091599557,12.706386923975,12.4721454152737,12.0275723840766,11.4371725209298,11.1816613915187,11.0947663614785,11.2058888704594,11.0708127254411,11.0420215371111,11.1442150564461,11.0400705993001,11.2870521999878,11.1503064832308,10.9413685116146,10.9619732223084,11.4865470725413,11.2181326344417,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.9971455903228,15.7188806969523,15.0807647123108,15.0061303859724,14.4957864922109,14.2088438747128,14.0781195718511,13.8604261830547,13.7999677261396,13.3162300840016,12.9920002860324,12.83682104729,12.813688252485,12.9420466347435,12.6763206832426,12.4448450201836,12.0125380030703,11.414820556546,11.1606287551238,11.0799158086585,11.1975121431898,11.0593308918401,11.0384456368474,11.1424728929043,11.0410170572294,11.2881808687104,11.1456851493979,10.943060961286,10.9557039236004,11.4771071770715,11.2025085485546,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.4498106807556,33.1605967008066,33.4272901250319,33.5302530522141,33.7216277855824,32.8477373639618,33.0351327492736,32.58479096703,32.6664225653043,32.8867550839396,32.427416994662,31.8232596832642,31.1929588416597,29.8821779608537,27.9061883965044,26.3472774471576,25.5681272342587,24.4576836636216,23.9771797708647,23.6577944871636,22.7078906548731,21.7433504549751,21.616044304915,21.5666821075777,21.5627649780799,21.5560536905019,21.7814211036831,21.8712431719356,21.9901982115892,22.4930680521439,23.3167480903784,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.2019882430542,6.45852428000841,6.71176059634845,6.25577051874498,6.09935636868088,6.67915757127841,6.73571549940529,6.4265356228894,6.41485329145745,7.49497472993365,6.99794051078638,6.29470806028373,6.49353145956929,6.90995667354364,7.1669590453524,7.50163259617031,7.99064384156515,7.94211967922515,8.39672268148695,8.92392050805303,8.88269795903184,9.86206424776275,10.0055359347168,10.3906457230113,10.4893842157596,10.3923884465868,10.724670511025,11.2091690751112,11.3114262085469,11.5807525012806,12.4628823400948,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.21226230470798,7.33502705013867,7.4671506069542,7.39950792493411,7.21905538938641,7.53037720554075,7.49690665302804,7.40490978151864,7.47897452988038,7.94488723313608,7.75334126302278,7.39910129078992,7.48717816862848,7.76822251221727,7.99792720526407,8.2750689008543,8.75159229776806,9.008152485838,9.51078406141571,10.1205121168934,10.3743144709912,10.9046224842115,11.3823454495312,11.877535320146,12.1275743053496,12.2611450949417,12.432384629223,12.7954391065077,13.2024399046234,13.6864487000325,14.8380363213872,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.8860747877954,23.4395771766311,28.168347639485,29.3073690109274,30.5070840197694,33.4118737890949,33.2301717305152,33.0027671022291,33.5170586714913,34.2259154203198,34.8842401021711,34.4060049627792,34.8973229496228,34.679399243141,34.4053686635945,34.9750106337729,33.1250047938639,34.3738268461259,36.1920582047686,39.4830543154762,40.1984612532443,40.4458062116422,40.7171691176471,41.1903048108704,41.5939404934688,42.5760198652004,42.1565383945673,41.4366535230585,42.3626099950191,42.3904707420726,45.4042214532872,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.8208333333333,51.4216129032258,47.1143250688705,47.6801075268817,50.3763358778626,47.1890625,46.7028277634961,43.2370572207084,39.6826086956522,44.8256476683938,43.3202099737533,38.2140664961637,41.8976,37.7193798449612,35.0321596244131,37.4314960629921,36.3674816625917,34.2550368550369,36.9616666666667,34.7113372093023,29.6785326086957,31.4028947368421,31.2037135278515,31.0864532019704,31.2214953271028,31.3321759259259,28.8504854368932,28.9891402714932,27.3537444933921,27.3889848812095,29.425845410628,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.33660305156423,6.49893579420106,6.63265059915931,6.50343586324313,6.39081681625634,6.67730116013849,6.69588195046661,6.67169308827303,6.76351967447876,7.25532236811895,7.10318257512277,6.74933608767742,6.81403486435157,7.12597928148982,7.35660986404122,7.64178402819778,8.13944321805613,8.4238448802232,8.91292216843766,9.54731401320155,9.8170711241403,10.3374053454359,10.855740352061,11.3357713927499,11.6687849102506,11.8425604176608,12.0622071586832,12.4846381438532,12.8576178839564,13.2726556995631,14.4278548426441,..,..,..,..
